"No.","Time","Source","Destination","Protocol","Length","Info"
"632","11.761093","82.150.140.30","172.16.165.165","TCP","1175","[TCP Retransmission] 80  >  49437 [PSH, ACK] Seq=64718 Ack=1336 Win=64240 Len=1121"
"633","11.761110","172.16.165.165","82.150.140.30","TCP","54","49438  >  80 [ACK] Seq=763 Ack=9981 Win=63645 Len=0"
"634","11.761159","172.16.165.165","82.150.140.30","TCP","54","49437  >  80 [ACK] Seq=1336 Ack=65839 Win=63119 Len=0"
"635","11.774374","fe80::8db6:2c7:a019:4d88","ff02::1:2","DHCPv6","154","Solicit XID: 0xe1700d CID: 000100011ae542f7000c2932e267 "
"636","11.786315","82.150.140.30","172.16.165.165","TCP","1409","80  >  49442 [PSH, ACK] Seq=18926 Ack=1588 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"637","11.786342","172.16.165.165","82.150.140.30","TCP","54","49442  >  80 [ACK] Seq=1588 Ack=20281 Win=64240 Len=0"
"638","11.824677","82.150.140.30","172.16.165.165","TCP","1015","[TCP Retransmission] 80  >  49440 [PSH, ACK] Seq=9075 Ack=786 Win=64240 Len=961"
"639","11.824678","82.150.140.30","172.16.165.165","TCP","408","[TCP Retransmission] 80  >  49441 [PSH, ACK] Seq=18430 Ack=1612 Win=64240 Len=354"
"640","11.824699","172.16.165.165","82.150.140.30","TCP","54","49440  >  80 [ACK] Seq=786 Ack=10036 Win=63279 Len=0"
"641","11.824752","172.16.165.165","82.150.140.30","TCP","54","49441  >  80 [ACK] Seq=1612 Ack=18784 Win=63886 Len=0"
"642","11.846887","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49433 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"643","11.846937","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49432 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"644","11.947628","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49433 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"645","11.947629","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49432 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"646","12.048700","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49433 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"647","12.048701","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49432 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"648","12.072647","74.125.233.96","172.16.165.165","TCP","60","80  >  49444 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"649","12.072709","172.16.165.165","74.125.233.96","TCP","54","49444  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"650","12.073745","172.16.165.165","74.125.233.96","HTTP","602","GET /embed/hqgSewjl8hk HTTP/1.1 "
"651","12.074436","74.125.233.96","172.16.165.165","TCP","60","80  >  49444 [ACK] Seq=1 Ack=549 Win=64240 Len=0"
"652","12.148716","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49433 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"653","12.148716","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49432 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"654","12.204672","82.150.140.30","172.16.165.165","HTTP","826","HTTP/1.1 200 OK  (JPEG JFIF image)"
"655","12.248825","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49433 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"656","12.248825","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49432 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"657","12.304500","82.150.140.30","172.16.165.165","TCP","826","[TCP Retransmission] 80  >  49439 [PSH, ACK] Seq=115323 Ack=1586 Win=64240 Len=772"
"658","12.304526","172.16.165.165","82.150.140.30","TCP","54","49439  >  80 [ACK] Seq=1586 Ack=116095 Win=63468 Len=0"
"659","12.348974","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49433 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"660","12.348975","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49432 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"661","12.358253","82.150.140.30","172.16.165.165","HTTP","1189","HTTP/1.1 200 OK  (JPEG JFIF image)"
"662","12.448976","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49433 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"663","12.448976","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49432 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"664","12.458250","82.150.140.30","172.16.165.165","TCP","1189","[TCP Retransmission] 80  >  49442 [PSH, ACK] Seq=20281 Ack=1588 Win=64240 Len=1135"
"665","12.458266","172.16.165.165","82.150.140.30","TCP","54","49442  >  80 [ACK] Seq=1588 Ack=21416 Win=63105 Len=0"
"666","12.548970","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49433 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"667","12.548970","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49432 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"668","12.649125","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49433 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"669","12.649126","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49432 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"670","12.750181","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49433 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"671","12.750182","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49432 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"672","12.851667","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49433 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"673","12.851668","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49432 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"674","12.952260","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49433 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"675","12.952261","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49432 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"676","13.052852","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49433 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"677","13.052852","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49432 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"678","13.138852","74.125.233.96","172.16.165.165","HTTP","909","HTTP/1.1 301 Moved Permanently "
"679","13.148000","172.16.165.165","74.125.233.96","TCP","66","49445  >  443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM"
"680","13.152813","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49433 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"681","13.152814","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49432 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"682","13.238620","74.125.233.96","172.16.165.165","TCP","909","[TCP Retransmission] 80  >  49444 [PSH, ACK] Seq=1 Ack=549 Win=64240 Len=855"
"683","13.238645","172.16.165.165","74.125.233.96","TCP","54","49444  >  80 [ACK] Seq=549 Ack=856 Win=63385 Len=0"
"684","13.253629","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49433 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"685","13.253630","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49432 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"686","13.353819","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49433 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"687","13.353820","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49432 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"688","13.454986","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49433 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"689","13.455094","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49432 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"690","13.555528","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49433 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"691","13.555529","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49432 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"692","13.656177","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49433 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"693","13.656177","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49432 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"694","13.757064","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49433 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"695","13.757065","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49432 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"696","13.858070","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49433 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"697","13.858070","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49432 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"698","13.893149","74.125.233.96","172.16.165.165","TCP","60","443  >  49445 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"699","13.893253","172.16.165.165","74.125.233.96","TCP","54","49445  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"700","13.893821","172.16.165.165","74.125.233.96","SSLv2","126","Client Hello"
"701","13.894071","74.125.233.96","172.16.165.165","TCP","60","443  >  49445 [ACK] Seq=1 Ack=73 Win=64240 Len=0"
"702","13.958043","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49433 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"703","13.958043","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49432 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"704","14.058151","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49433 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"705","14.058152","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49432 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"706","14.158820","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49433 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"707","14.159055","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49432 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"708","14.259126","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49433 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"709","14.259126","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49432 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"710","14.359711","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49433 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"711","14.359712","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49432 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"712","14.460766","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49433 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"713","14.460767","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49432 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"714","14.564310","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49433 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"715","14.564311","204.79.197.200","172.16.165.165","TCP","60","[TCP Retransmission] 80  >  49432 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"716","14.572862","74.125.233.96","172.16.165.165","TLSv1","1409","Server Hello"
"717","14.572924","74.125.233.96","172.16.165.165","TCP","1409","443  >  49445 [PSH, ACK] Seq=1356 Ack=73 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"718","14.572936","172.16.165.165","74.125.233.96","TCP","54","49445  >  443 [ACK] Seq=73 Ack=2711 Win=64240 Len=0"
"719","14.878550","74.125.233.96","172.16.165.165","TLSv1","1514","Certificate"
"720","14.878551","74.125.233.96","172.16.165.165","TLSv1","172","Server Key Exchange, Server Hello Done"
"721","14.878586","172.16.165.165","74.125.233.96","TCP","54","49445  >  443 [ACK] Seq=73 Ack=4289 Win=64240 Len=0"
"722","14.885272","172.16.165.165","74.125.233.96","TLSv1","188","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"723","14.885515","74.125.233.96","172.16.165.165","TCP","60","443  >  49445 [ACK] Seq=4289 Ack=207 Win=64240 Len=0"
"724","15.622469","74.125.233.96","172.16.165.165","TLSv1","113","Change Cipher Spec, Encrypted Handshake Message"
"725","15.624612","172.16.165.165","74.125.233.96","TLSv1","699","Application Data"
"726","15.624805","74.125.233.96","172.16.165.165","TCP","60","443  >  49445 [ACK] Seq=4348 Ack=852 Win=64240 Len=0"
"727","16.482208","74.125.233.96","172.16.165.165","TLSv1","1403","Application Data"
"728","16.485027","74.125.233.96","172.16.165.165","TLSv1","1514","Application Data"
"729","16.485028","74.125.233.96","172.16.165.165","TLSv1","1514","Application Data"
"730","16.485028","74.125.233.96","172.16.165.165","TLSv1","1187","Application Data"
"731","16.485028","74.125.233.96","172.16.165.165","TLSv1","1514","Application Data"
"732","16.485029","74.125.233.96","172.16.165.165","TLSv1","1514","Application Data"
"733","16.485029","74.125.233.96","172.16.165.165","TLSv1","1181","Application Data"
"734","16.485048","172.16.165.165","74.125.233.96","TCP","54","49445  >  443 [ACK] Seq=852 Ack=13797 Win=64240 Len=0"
"735","16.486774","172.16.165.165","172.16.165.2","DNS","71","Standard query 0xa777 A s.ytimg.com"
"736","16.619894","74.125.233.96","172.16.165.165","TLSv1","1514","Application Data"
"737","16.619894","74.125.233.96","172.16.165.165","TLSv1","198","Application Data"
"738","16.619924","172.16.165.165","74.125.233.96","TCP","54","49445  >  443 [ACK] Seq=852 Ack=15401 Win=64240 Len=0"
"739","17.080972","172.16.165.2","172.16.165.165","DNS","119","Standard query response 0xa777 A s.ytimg.com CNAME ytstatic.l.google.com A 74.125.233.96"
"740","17.081468","172.16.165.165","74.125.233.96","TCP","66","49446  >  443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM"
"741","17.081675","172.16.165.165","74.125.233.96","TCP","66","49447  >  443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM"
"742","17.652143","74.125.233.96","172.16.165.165","TCP","60","443  >  49446 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"743","17.652143","74.125.233.96","172.16.165.165","TCP","60","443  >  49447 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"744","17.652185","172.16.165.165","74.125.233.96","TCP","54","49446  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"745","17.652222","172.16.165.165","74.125.233.96","TCP","54","49447  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"746","17.652529","172.16.165.165","74.125.233.96","SSLv2","126","Client Hello"
"747","17.652673","172.16.165.165","74.125.233.96","SSLv2","126","Client Hello"
"748","17.652716","74.125.233.96","172.16.165.165","TCP","60","443  >  49446 [ACK] Seq=1 Ack=73 Win=64240 Len=0"
"749","17.652862","74.125.233.96","172.16.165.165","TCP","60","443  >  49447 [ACK] Seq=1 Ack=73 Win=64240 Len=0"
"750","18.056138","74.125.233.96","172.16.165.165","TLSv1","1409","Server Hello"
"751","18.056864","74.125.233.96","172.16.165.165","TCP","1409","443  >  49446 [PSH, ACK] Seq=1356 Ack=73 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"752","18.056881","172.16.165.165","74.125.233.96","TCP","54","49446  >  443 [ACK] Seq=73 Ack=2711 Win=64240 Len=0"
"753","18.057190","74.125.233.96","172.16.165.165","TLSv1","1514","Certificate"
"754","18.057191","74.125.233.96","172.16.165.165","TLSv1","172","Server Key Exchange, Server Hello Done"
"755","18.057206","172.16.165.165","74.125.233.96","TCP","54","49446  >  443 [ACK] Seq=73 Ack=4289 Win=64240 Len=0"
"756","18.057268","74.125.233.96","172.16.165.165","TLSv1","1514","Server Hello"
"757","18.060508","74.125.233.96","172.16.165.165","TCP","1514","443  >  49447 [ACK] Seq=1461 Ack=73 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"758","18.060509","74.125.233.96","172.16.165.165","TLSv1","1230","Certificate"
"759","18.060521","172.16.165.165","74.125.233.96","TCP","54","49447  >  443 [ACK] Seq=73 Ack=4097 Win=64240 Len=0"
"760","18.064254","172.16.165.165","74.125.233.96","TLSv1","188","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"761","18.064711","74.125.233.96","172.16.165.165","TCP","60","443  >  49446 [ACK] Seq=4289 Ack=207 Win=64240 Len=0"
"762","18.224201","74.125.233.96","172.16.165.165","TLSv1","246","Server Key Exchange, Server Hello Done"
"763","18.233376","172.16.165.165","74.125.233.96","TLSv1","188","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"764","18.233611","74.125.233.96","172.16.165.165","TCP","60","443  >  49447 [ACK] Seq=4289 Ack=207 Win=64240 Len=0"
"765","18.519118","74.125.233.96","172.16.165.165","TLSv1","113","Change Cipher Spec, Encrypted Handshake Message"
"766","18.520330","172.16.165.165","74.125.233.96","TLSv1","475","Application Data"
"767","18.520488","74.125.233.96","172.16.165.165","TCP","60","443  >  49446 [ACK] Seq=4348 Ack=628 Win=64240 Len=0"
"768","18.872981","74.125.233.96","172.16.165.165","TLSv1","113","Change Cipher Spec, Encrypted Handshake Message"
"769","18.874548","172.16.165.165","74.125.233.96","TLSv1","491","Application Data"
"770","18.874727","74.125.233.96","172.16.165.165","TCP","60","443  >  49447 [ACK] Seq=4348 Ack=644 Win=64240 Len=0"
"771","19.180792","74.125.233.96","172.16.165.165","TLSv1","1403","Application Data"
"772","19.181984","74.125.233.96","172.16.165.165","TLSv1","1514","Application Data"
"773","19.181985","74.125.233.96","172.16.165.165","TLSv1","1514","Application Data"
"774","19.181986","74.125.233.96","172.16.165.165","TLSv1","1514","Application Data"
"775","19.181986","74.125.233.96","172.16.165.165","TLSv1","1514","Application Data"
"776","19.181987","74.125.233.96","172.16.165.165","TLSv1","1514","Application Data"
"777","19.181987","74.125.233.96","172.16.165.165","TLSv1","854","Application Data"
"778","19.181987","74.125.233.96","172.16.165.165","TLSv1","1514","Application Data"
"779","19.181988","74.125.233.96","172.16.165.165","TLSv1","1304","Application Data"
"780","19.182024","172.16.165.165","74.125.233.96","TCP","54","49446  >  443 [ACK] Seq=628 Ack=16507 Win=62990 Len=0"
"781","19.182105","74.125.233.96","172.16.165.165","TLSv1","1385","Application Data"
"782","19.182174","172.16.165.165","74.125.233.96","TCP","54","49446  >  443 [ACK] Seq=628 Ack=17838 Win=64240 Len=0"
"783","19.182228","74.125.233.96","172.16.165.165","TLSv1","1514","Application Data"
"784","19.182229","74.125.233.96","172.16.165.165","TLSv1","1298","Application Data"
"785","19.182241","172.16.165.165","74.125.233.96","TCP","54","49447  >  443 [ACK] Seq=644 Ack=7052 Win=64240 Len=0"
"786","19.487201","74.125.233.96","172.16.165.165","TLSv1","1514","Application Data"
"787","19.487201","74.125.233.96","172.16.165.165","TLSv1","1286","Application Data"
"788","19.487230","172.16.165.165","74.125.233.96","TCP","54","49447  >  443 [ACK] Seq=644 Ack=9744 Win=64240 Len=0"
"789","19.488448","74.125.233.96","172.16.165.165","TLSv1","1409","Application Data"
"790","19.488449","74.125.233.96","172.16.165.165","TLSv1","1514","Application Data"
"791","19.488464","172.16.165.165","74.125.233.96","TCP","54","49447  >  443 [ACK] Seq=644 Ack=12559 Win=64240 Len=0"
"792","19.488530","74.125.233.96","172.16.165.165","TLSv1","1514","Application Data"
"793","19.488531","74.125.233.96","172.16.165.165","TLSv1","1187","Application Data"
"794","19.488538","172.16.165.165","74.125.233.96","TCP","54","49447  >  443 [ACK] Seq=644 Ack=15152 Win=64240 Len=0"
"795","19.488599","74.125.233.96","172.16.165.165","TLSv1","1514","Application Data"
"796","19.488599","74.125.233.96","172.16.165.165","TLSv1","1304","Application Data"
"797","19.488600","74.125.233.96","172.16.165.165","TLSv1","1514","Application Data"
"798","19.488600","74.125.233.96","172.16.165.165","TLSv1","1280","Application Data"
"799","19.488613","172.16.165.165","74.125.233.96","TCP","54","49446  >  443 [ACK] Seq=628 Ack=20548 Win=64240 Len=0"
"800","19.488645","172.16.165.165","74.125.233.96","TCP","54","49447  >  443 [ACK] Seq=644 Ack=17838 Win=64240 Len=0"
"801","19.648101","74.125.233.96","172.16.165.165","TLSv1","1409","Application Data"
"802","19.651152","74.125.233.96","172.16.165.165","TLSv1","1409","Application Data"
"803","19.651174","172.16.165.165","74.125.233.96","TCP","54","49446  >  443 [ACK] Seq=628 Ack=23258 Win=64240 Len=0"
"804","19.652048","74.125.233.96","172.16.165.165","TLSv1","1514","Application Data"
"805","19.652050","74.125.233.96","172.16.165.165","TLSv1","1304","Application Data"
"806","19.652078","172.16.165.165","74.125.233.96","TCP","54","49446  >  443 [ACK] Seq=628 Ack=25968 Win=64240 Len=0"
"807","19.653051","74.125.233.96","172.16.165.165","TLSv1","1409","Application Data"
"808","19.753177","74.125.233.96","172.16.165.165","TCP","1409","[TCP Retransmission] 443  >  49446 [PSH, ACK] Seq=25968 Ack=628 Win=64240 Len=1355"
"809","19.753210","172.16.165.165","74.125.233.96","TCP","54","49446  >  443 [ACK] Seq=628 Ack=27323 Win=62885 Len=0"
"810","19.773284","74.125.233.96","172.16.165.165","TLSv1","1409","Application Data"
"811","19.774646","74.125.233.96","172.16.165.165","TLSv1","1514","Application Data"
"812","19.774647","74.125.233.96","172.16.165.165","TLSv1","204","Application Data"
"813","19.774647","74.125.233.96","172.16.165.165","TLSv1","1409","Application Data"
"814","19.774673","172.16.165.165","74.125.233.96","TCP","54","49446  >  443 [ACK] Seq=628 Ack=30288 Win=64240 Len=0"
"815","19.779296","74.125.233.96","172.16.165.165","TLSv1","1409","Application Data"
"816","19.779298","74.125.233.96","172.16.165.165","TLSv1","1409","Application Data"
"817","19.779299","74.125.233.96","172.16.165.165","TLSv1","1409","Application Data"
"818","19.779301","74.125.233.96","172.16.165.165","TLSv1","1514","Application Data"
"819","19.779301","74.125.233.96","172.16.165.165","TLSv1","1514","Application Data"
"820","19.779302","74.125.233.96","172.16.165.165","TLSv1","1199","Application Data"
"821","19.779302","74.125.233.96","172.16.165.165","TLSv1","1409","Application Data"
"822","19.779336","172.16.165.165","74.125.233.96","TCP","54","49447  >  443 [ACK] Seq=644 Ack=28678 Win=61740 Len=0"
"823","19.786557","172.16.165.165","74.125.233.96","TCP","54","[TCP Window Update] 49447  >  443 [ACK] Seq=644 Ack=28678 Win=64240 Len=0"
"824","19.938981","74.125.233.96","172.16.165.165","TLSv1","1514","Application Data"
"825","19.938982","74.125.233.96","172.16.165.165","TLSv1","1514","Application Data"
"826","19.938982","74.125.233.96","172.16.165.165","TLSv1","1199","Application Data"
"827","19.939016","172.16.165.165","74.125.233.96","TCP","54","49447  >  443 [ACK] Seq=644 Ack=32743 Win=64240 Len=0"
"828","19.941127","74.125.233.96","172.16.165.165","TLSv1","1409","Application Data"
"829","19.941773","74.125.233.96","172.16.165.165","TLSv1","1409","Application Data"
"830","19.941786","172.16.165.165","74.125.233.96","TCP","54","49447  >  443 [ACK] Seq=644 Ack=35453 Win=64240 Len=0"
"831","19.942185","74.125.233.96","172.16.165.165","TLSv1","1514","Application Data"
"832","19.942186","74.125.233.96","172.16.165.165","TLSv1","1304","Application Data"
"833","19.942199","172.16.165.165","74.125.233.96","TCP","54","49447  >  443 [ACK] Seq=644 Ack=38163 Win=64240 Len=0"
"834","20.050081","74.125.233.96","172.16.165.165","TLSv1","1409","Application Data"
"835","20.050348","74.125.233.96","172.16.165.165","TLSv1","1409","Application Data"
"836","20.050359","172.16.165.165","74.125.233.96","TCP","54","49447  >  443 [ACK] Seq=644 Ack=40873 Win=64240 Len=0"
"837","20.050946","74.125.233.96","172.16.165.165","TLSv1","1514","Application Data, Application Data"
"838","20.050947","74.125.233.96","172.16.165.165","TCP","1304","443  >  49447 [PSH, ACK] Seq=42333 Ack=644 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"839","20.050954","172.16.165.165","74.125.233.96","TCP","54","49447  >  443 [ACK] Seq=644 Ack=43583 Win=64240 Len=0"
"840","20.060588","74.125.233.96","172.16.165.165","TLSv1","1409","Application Data"
"841","20.066042","74.125.233.96","172.16.165.165","TLSv1","115","Application Data"
"842","20.066079","172.16.165.165","74.125.233.96","TCP","54","49447  >  443 [ACK] Seq=644 Ack=44999 Win=62824 Len=0"
"843","20.228864","74.125.233.96","172.16.165.165","TLSv1","1409","Application Data"
"844","20.230047","74.125.233.96","172.16.165.165","TLSv1","1514","Application Data"
"845","20.230070","172.16.165.165","74.125.233.96","TCP","54","49447  >  443 [ACK] Seq=644 Ack=47814 Win=64240 Len=0"
"846","20.230377","74.125.233.96","172.16.165.165","TLSv1","1304","Application Data"
"847","20.230378","74.125.233.96","172.16.165.165","TLSv1","1409","Application Data"
"848","20.230387","172.16.165.165","74.125.233.96","TCP","54","49447  >  443 [ACK] Seq=644 Ack=50419 Win=64240 Len=0"
"849","20.232194","74.125.233.96","172.16.165.165","TLSv1","1514","Application Data"
"850","20.232195","74.125.233.96","172.16.165.165","TLSv1","1514","Application Data"
"851","20.232196","74.125.233.96","172.16.165.165","TLSv1","1514","Application Data"
"852","20.232197","74.125.233.96","172.16.165.165","TLSv1","1514","Application Data"
